user_id,nome,email,data_cadastro,cidade,estado,valor_ultima_compra,data_ultimo_login
b4bc1cba-d9e5-4f5c-b8ee-998a11b2f779,Dr. Gustavo Henrique Aragão,carvalhosara@example.org,25-Sep-2025,da Rosa de Albuquerque,MG,"R$ 304,41",2026-08-04 11:36:34.690725
008b43fc-316b-48a7-a489-daed6464ece7,Nicole Jesus,pachecothomas@example.net,05-14-2026,Guerra de Andrade,PR,"R$ 948,68",2026-08-19 17:10:39.956151
3446a84a-4cda-4f79-b497-28f7b2a15f15,Erick Ferreira,sara30@example.net,18-Jan-2026,da Rosa,São Paulo,"R$ 505,84",2026-08-13 04:40:43.028582
95156d21-5cfa-42d0-8223-bb4e7a5d4403,Rebeca da Cunha,oliviamarques@example.net,24-Dec-2025,Abreu da Praia,MG,,2026-08-22 12:55:20.492796
9d737c7a-503e-4ed3-a6ca-ae99b86c136f,Alice Moura,maria-clara16@example.com,2026-03-01,Leão,BA,"R$ 270,65",2026-08-07 12:31:35.785793
a919847c-d19e-4c64-9490-bc2cb0578a37,Aurora das Neves,wramos@example.org,13/04/2025,Ribeiro da Serra,BA,"R$ 559,13",2026-08-03 21:40:01.974914
ff1854e8-9c06-4ba7-b234-0c92f4ff91e5,Luiz Gustavo Rezende,camargodavi-luiz@example.com,2026-07-08,Alves,sao paulo,"R$ 398,74",2026-08-30 02:31:40.640608
f49ba1e9-8d4b-4a70-9968-24f5fd0bf7bb,Luiz Miguel Moreira,joao24@example.org,23/08/2025,Câmara,BA,"R$ 904,09",2026-08-04 18:53:40.419469
d00597dc-12f9-4f2f-9939-14a0c20cd057,Gabrielly Cirino,cavalcantimaria@example.net,15/11/2025,Lopes do Sul,PR,"R$ 473,80",2026-08-19 23:14:55.653332
8f5d3819-0127-425e-ab37-60ba579a34b7,Maysa Albuquerque,cassianoravi@example.net,2025-09-16,Barbosa,BA,,2026-08-04 05:26:37.470228
2157c11c-ae55-4fb6-9d55-980d1902ac61,Ana Vitória Fogaça,ana-juliamendes@example.com,15-Sep-2025,Ferreira de da Rosa,São Paulo,"R$ 156,60",2026-08-11 11:17:04.789811
263dd9b2-4633-416a-9e92-730114bdd624,Sofia Castro,,2025-10-07,Câmara da Mata,SC,"R$ 484,05",2026-08-10 06:18:55.289226
f88df86e-8002-4f96-82e3-992dab6bcf2f,Ana Camargo,hellena43@example.org,23/08/2026,Siqueira,PR,,2026-08-22 18:19:26.419103
13ad4b07-7661-4248-b795-07d29e5d9d9b,Apollo Santos,mateus01@example.org,16-Sep-2025,Borges do Norte,Rio de Janeiro,"R$ 866,60",2026-08-11 10:57:34.872942
d7cf0217-dc1f-4629-b2cc-ab6e03e46a5c,Emanuelly Brito,xpimenta@example.net,09/06/2025,Pires,SP,"R$ 422,82",2026-08-01 15:19:39.388838
63556076-c31e-4505-8b20-f573e60b99bf,Pedro Santos,carvalholivia@example.org,2025-06-23,Duarte das Flores,BA,"R$ 798,10",2026-08-25 20:16:01.390441
6c411154-c4b3-4773-a03a-56a92bc1cc63,Maria Fernanda Nascimento,joao90@example.net,2024-10-02,Silveira,SC,"R$ 822,06",2026-08-29 02:36:19.275153
26fd5a48-16c5-415c-b7e6-1e66f60681de,Ana Júlia Almeida,qmelo@example.com,25/01/2025,Vasconcelos de Costela,PR,"R$ 76,30",2026-08-13 03:40:52.072403
2b4d307e-6b7b-40f4-9637-aff801841ea9,Luigi Oliveira,arthuraraujo@example.com,01-12-2025,da Cruz de Goiás,São Paulo,"R$ 635,10",2026-08-11 22:05:30.141965
27cab2ec-662a-4360-8757-3bbaf2c21718,Sr. João Vitor Machado,lorenasiqueira@example.com,2025-11-29,Pereira,MG,"R$ 912,33",2026-08-06 20:02:21.032218
1cd7923f-45f8-4d52-9ceb-31818d46837d,Kamilly Casa Grande,bruno83@example.net,08-Nov-2024,Fernandes,rio de janeiro,"R$ 483,42",2026-08-11 01:17:45.237961
0029ed48-18b9-4b27-b226-c55636b7cf1b,Ana Costa,,15/10/2024,Sá,PR,"R$ 510,42",2026-08-26 15:43:53.184596
c6f38c7d-0364-4a28-a57f-7bbbf2056f21,Asafe Campos,rochalorenzo@example.com,02/06/2026,Santos da Praia,sao paulo,"R$ 481,57",2026-08-15 07:50:53.891760
6041ba12-1d7a-41ec-8e98-21bfbabb2126,Levi Macedo,costamarcos-vinicius@example.org,2025-10-15,Oliveira da Mata,BA,"R$ 383,60",2026-08-21 07:06:09.078832
1b9a071b-e48b-48fc-bf96-7f1bc9cb33f2,Arthur Miguel Novais,ceciliaalbuquerque@example.org,2025-12-12,da Mata,PR,"R$ 178,88",2026-08-23 03:49:15.756829
f55127b9-4d73-42dd-92c7-9d53f10ff979,Maria Julia Castro,esthercunha@example.org,30-Apr-2026,da Rosa,SC,"R$ 506,80",2026-08-06 01:08:29.869630
1e4774ec-ac6d-4b33-a44c-8d5db5268f2d,Ísis Moreira,maria-laura88@example.org,26-Jun-2026,Pacheco,São Paulo,"R$ 598,61",2026-08-26 12:55:24.043500
985a82b0-764b-42c1-b4db-534cfed8b117,Rafaela Oliveira,raulmoura@example.net,24-Mar-2026,Alves,rio de janeiro,"R$ 547,48",2026-08-17 16:25:52.117606
9dc3dde0-1c25-4262-ba1a-8d3117e632c5,Ravi Lucca Correia,qnunes@example.net,2026-06-10,Albuquerque,PR,,2026-08-28 19:49:15.267683
5a16cfdb-5b50-4f39-b391-263567de58ca,Calebe Pacheco,borgesapollo@example.org,27/03/2025,Costa,BA,"R$ 816,49",2026-08-27 08:18:40.478809
341cb973-9f20-4740-915f-da96721247c4,Calebe Machado,,18-Jul-2026,Marques,sao paulo,"R$ 461,64",2026-08-09 15:07:48.622208
ddb538cd-4af0-47ce-b150-52b36046b988,Theo Pinto,ana-carolina55@example.net,18-Mar-2025,Gonçalves,MG,"R$ 533,28",2026-08-29 17:10:02.755220
9d625ccf-92d7-4073-b898-4d54c64ae047,Thiago Oliveira,clarice01@example.net,2026-07-07,Fonseca de Mendes,MG,"R$ 534,81",2026-08-28 01:02:35.647447
4e6412b1-87fc-4e12-a0bd-7073f4438d8e,Maria Laura Dias,pastorapollo@example.com,31-Aug-2025,Sousa,BA,"R$ 402,36",2026-08-26 17:13:59.366230
9b33e0f5-3f4e-4470-806f-e679dcdee343,Larissa Sousa,,09-Nov-2025,Sales do Galho,São Paulo,"R$ 854,73",2026-08-07 05:53:21.139977
72d175fa-fd81-4510-b6df-0b007a941fa3,Dra. Alexia Viana,caioalmeida@example.net,2025-03-31,Aparecida,PR,"R$ 978,74",2026-08-24 23:32:14.361860
b016a069-85fc-49ba-8d20-0629b4b29789,Dr. Pedro Henrique Pacheco,wabreu@example.com,02-02-2025,Mendonça de Nunes,MG,"R$ 155,08",2026-08-15 07:58:55.708414
019b899b-5b0c-472c-b6d5-c5277f5a871f,Liam Pinto,sophiaaragao@example.org,03-27-2026,Fernandes,PR,Não informado,2026-08-08 13:16:20.378248
5b2d3224-719b-447c-b2f3-fe81f7ef35da,Léo Pinto,gmendonca@example.org,29/05/2025,Melo da Praia,São Paulo,"R$ 276,53",2026-08-18 15:00:06.371657
db4f78cb-75e2-448d-b4a0-a78b93fae50b,Levi Moura,hellena48@example.org,2026-01-22,Correia de Costa,PR,"R$ 636,17",2026-08-21 13:25:11.424435
cfcebb10-001b-458f-b239-1ed3ad95bf76,Sra. Ana Clara Cavalcante,ppeixoto@example.com,2025-12-24,Viana de Vieira,SC,"R$ 730,54",2026-08-30 03:55:45.831042
9e90eed3-34e0-4ff3-8800-e673c1095964,Sr. Gael Henrique Guerra,barbosaemanuelly@example.net,22-Jan-2025,Souza,RJ,"R$ 574,09",2026-08-18 10:03:46.059860
5ad35467-907b-4653-9721-a61f53f44bfe,Ravi Lucca Correia,jpinto@example.net,12-09-2025,Guerra do Oeste,São Paulo,,2026-08-05 10:57:29.450850
c965ee94-c2bb-4f18-8b92-5c62c6ed041c,Miguel da Cruz,isiscunha@example.org,11-Feb-2025,Moreira das Pedras,BA,"R$ 37,26",2026-08-11 00:25:30.778981
62f81412-d3c5-4605-8235-50462e5618e5,Nicolas Moraes,,16-Jun-2025,da Mota,SC,"R$ 475,66",2026-08-25 06:59:21.340266
c81b1276-220d-4230-ba92-4a998b8e5afb,Igor da Costa,daraujo@example.com,10-13-2024,Araújo do Amparo,SC,"R$ 377,95",2026-08-28 00:28:44.940281
874f81ce-67f9-47a1-92e3-7b0526654315,Ana Beatriz Caldeira,pimentajulia@example.net,09-Apr-2025,Costa do Galho,SP,"R$ 817,42",2026-08-09 13:07:05.650676
7f5d6c3a-9bbe-4d46-b88a-c1632481f969,Sara Campos,,2025-05-15,Martins da Prata,MG,"R$ 533,72",2026-08-14 08:15:59.064903
320fd450-18e6-4f88-9e49-bed985f1c23c,Sr. Theodoro da Cunha,fda-cruz@example.com,11-22-2025,Moura,Rio de Janeiro,"R$ 482,39",2026-08-14 20:22:11.141938
b169985a-a781-4e79-b4df-c36aa9595a01,Joaquim Rios,thiago63@example.com,17-Aug-2025,Pimenta dos Dourados,MG,"R$ 194,29",2026-08-29 06:32:45.762151
f3d052a5-6130-431b-92b2-514ed70c78b6,Dr. Lucca da Cunha,gabriela26@example.com,17/08/2025,Dias da Serra,sao paulo,"R$ 304,67",2026-08-29 11:26:34.090196
7b0935ea-9a89-4f4b-8898-2a57d52690e0,Júlia Teixeira,da-luzvitor@example.com,11-25-2025,Pimenta dos Dourados,PR,"R$ 620,17",2026-08-03 00:34:23.642011
332c7cce-3bc7-4563-b754-2fdea53ace15,Levi Pires,da-cunhaana-liz@example.com,23-May-2026,Castro,BA,"R$ 267,09",2026-08-12 04:35:40.892715
911c7aa7-c7a7-4b71-86fa-18cf3e34009f,Vitor Alves,isabela14@example.org,14/05/2026,Fogaça de Minas,BA,"R$ 619,12",2026-08-23 12:21:27.902532
6058126d-662c-468b-8cdf-fb0fa1e98672,Dr. Leonardo Monteiro,ana-lauracampos@example.org,29-Aug-2024,Câmara da Serra,sao paulo,,2026-08-26 09:24:15.244726
4e2e76dc-0d05-4e64-8a6f-21d4979f20b9,Isaac Lopes,ian56@example.com,01-07-2026,Porto,Rio de Janeiro,"R$ 18,06",2026-08-24 02:00:23.622881
1b41faa8-f9ab-4e56-862e-4d55169b9296,Dr. Vinicius da Mata,joao-guilherme29@example.com,03-17-2025,Moura,SC,"R$ 117,68",2026-08-18 07:12:49.261655
629b3ef6-828e-4822-aa8b-5e7ec3e972a4,Manuella Sousa,camargoluiz-otavio@example.net,2026-07-25,Carvalho da Prata,MG,"R$ 517,54",2026-08-12 13:42:51.245984
181108d9-aa5c-4bef-aeca-1cb32dcc746e,Laís Camargo,pimentabella@example.com,16/04/2026,Melo de Ferreira,SP,"R$ 920,45",2026-07-31 21:21:40.280127
22be2419-8d07-47b1-8314-59ac3391d8fe,Srta. Maya Duarte,siqueiraalexandre@example.org,03-Jan-2026,Azevedo,PR,Não informado,2026-08-17 03:25:42.719799
86546a6b-e722-4fd8-97e9-aabbf454aaa4,Luiz Miguel Pinto,maria-clararibeiro@example.com,19/09/2025,Pinto,BA,"R$ 190,35",2026-08-11 13:51:05.227042
6724025d-9254-45bb-8b24-9dbd1cad9186,Yasmin Albuquerque,costaana-carolina@example.net,08/01/2026,Guerra,PR,"R$ 397,14",2026-08-07 04:16:28.464883
1f9c8d34-9a85-4c76-aa55-a4fbc7697f7f,Maria Helena Sales,fda-luz@example.net,01-20-2025,Sá do Galho,SP,"R$ 607,85",2026-08-08 23:59:15.097835
783c3772-2a1d-406c-81b1-385704a20768,Henrique Silveira,caueda-conceicao@example.com,10-12-2024,Azevedo da Serra,BA,"R$ 26,56",2026-08-20 07:20:39.272582
f653ff58-705a-46e8-830a-73a4fe868c73,Fernando Cardoso,jesuspietra@example.net,30/05/2025,Costela de Minas,PR,"R$ 245,60",2026-08-27 15:30:04.184642
37571eb9-1a36-4575-af89-746239c46093,Arthur Miguel Machado,pramos@example.net,11-06-2025,Sousa Alegre,SC,"R$ 282,22",2026-08-26 01:50:30.944739
bb72927e-cda4-4770-ac5a-c57722da72cb,Dra. Alexia Freitas,da-cruzalicia@example.org,2025-04-17,Monteiro do Oeste,São Paulo,"R$ 896,70",2026-08-26 10:07:32.093195
beab288d-d125-4a8b-b45f-314390dcef28,Sr. Arthur Cardoso,luiza09@example.net,27/10/2024,Aparecida,PR,,2026-08-13 21:20:30.176850
2486dd3a-0f20-4ea4-be71-d0557f01aee7,Oliver Lima,,26/08/2025,Cavalcanti,MG,"R$ 408,50",2026-08-22 07:52:29.930672
7378239b-7236-455b-8cf4-b9a1dde12648,Ayla Rezende,omachado@example.com,2026-01-21,Caldeira de Nogueira,RJ,"R$ 106,59",2026-08-26 19:31:27.979284
263a9f56-57aa-4fc9-95c8-3966faf8219c,Mariane Araújo,theosiqueira@example.org,06-22-2025,da Mota,São Paulo,"R$ 770,84",2026-08-18 07:32:22.997242
803abfe2-7756-442c-83e2-d6298f236914,Maria Clara Almeida,jadepires@example.net,25-Aug-2026,Correia de da Cunha,PR,"R$ 859,29",2026-08-06 22:13:24.314493
95934994-3bef-4151-b7e6-7c5a248dad05,Henrique Silva,theoabreu@example.org,22/11/2025,Almeida,SC,"R$ 807,96",2026-08-16 08:35:06.460359
51ea6d5a-8e81-4c4c-8dd2-ade690c1957e,Sr. Dante Farias,maria-laura60@example.net,04/08/2026,Siqueira do Amparo,SC,"R$ 46,74",2026-08-19 16:43:42.021564
3e697c07-e430-466f-bec7-05e811fce5f2,Felipe da Costa,otaviosiqueira@example.org,13/01/2026,Costela,SP,"R$ 904,11",2026-08-14 11:22:24.758765
ff2c4acb-972b-4f2c-b6b6-39d79ee728e5,Rafaela Correia,monteiroenzo@example.org,04/02/2025,Brito,MG,Não informado,2026-08-09 06:02:50.264474
8828df0a-fa4e-453e-9a3b-74faaea054af,Oliver Mendes,tfonseca@example.org,2025-07-05,Brito,RJ,"R$ 936,59",2026-08-14 16:56:36.298022
538067fa-43cd-4fbf-8261-c21a816a2679,Brenda das Neves,correiaraquel@example.org,28-Jul-2026,Lopes do Norte,SC,"R$ 183,75",2026-08-10 14:38:27.401271
0ccd2d57-5ba6-4272-921e-613f80ce5ada,Luiz Otávio da Mota,ramosmathias@example.org,2024-10-31,Jesus Alegre,São Paulo,"R$ 973,10",2026-08-27 02:39:21.514483
2b9f4406-c702-4abf-b8aa-e94182e17e5d,Luiz Gustavo Carvalho,,07-07-2026,Farias,PR,"R$ 559,44",2026-08-07 13:34:57.907090
34b4f7b6-13ab-4f3a-b84a-4c4596c0f9cf,Alícia da Rocha,rafael96@example.com,03-Feb-2026,da Cruz,MG,"R$ 195,31",2026-08-16 19:10:23.978776
cd41058c-80bb-483b-a9eb-7d8abd88e19f,Breno Fernandes,vrezende@example.com,03-18-2026,Cavalcanti da Praia,PR,"R$ 742,85",2026-08-12 20:49:39.849941
7a10906c-a6db-4316-89cd-001bc9f16231,Camila Moreira,renan95@example.com,20/02/2025,Machado Alegre,sao paulo,"R$ 374,46",2026-08-07 22:15:11.631023
d628bac2-d32d-4f8e-a3f4-6868a4a346a0,Vitor Hugo Martins,ulima@example.net,03-Nov-2025,Araújo,rio de janeiro,,2026-08-21 07:49:45.017939
547869ca-f58d-49b6-bfe9-916f76fd78ea,Davi Lucca Machado,,12-Aug-2026,Gonçalves,MG,"R$ 862,89",2026-08-23 16:56:03.614115
cd40a1f4-e505-4caf-ba9f-4ec61399757d,Dr. Léo Rocha,pedro08@example.com,25/01/2025,Santos de Pires,SC,"R$ 453,25",2026-08-24 04:00:22.058702
492e49c6-1520-4aba-98fc-30d547937cdf,Gabriel da Cruz,clariceda-costa@example.com,2026-08-09,da Luz,sao paulo,"R$ 36,82",2026-08-25 04:45:59.451647
01de9840-b061-43a2-8103-502a82d6ef97,Ana Liz Mendonça,pietro32@example.com,2025-08-09,Souza da Prata,SC,,2026-08-04 04:50:18.492187
956358b5-b7d8-47ec-a6f8-adf2745f3711,Sra. Elisa Novaes,da-mataryan@example.org,13-Jul-2025,Dias,SC,"R$ 763,76",2026-08-10 12:33:11.092673
4536431e-d8e6-4698-ad93-61f46d029486,Valentim Marques,laviniaduarte@example.net,20/03/2026,Peixoto de Fernandes,MG,"R$ 385,98",2026-08-03 12:02:20.917769
43eeacba-56d2-4063-aa48-73e7f399409e,Sophia Vargas,nicolebrito@example.org,2025-11-09,da Rocha,SP,"R$ 461,26",2026-08-09 23:12:24.493393
1043d3d8-dc63-4cbd-8e3f-6fecb0c20565,Juan da Cruz,da-costajose-miguel@example.org,2025-01-20,Lima Paulista,BA,"R$ 39,35",2026-08-08 05:02:09.442266
fadefb08-aab5-4aa0-a732-6da8118fd497,Srta. Luna Montenegro,aviana@example.net,23/03/2025,Carvalho,SC,"R$ 807,02",2026-08-07 16:18:22.021655
34b8a45b-b6ee-4f00-bc15-dec200e33075,Alice da Cunha,luizafreitas@example.com,2025-02-27,Monteiro,MG,"R$ 58,56",2026-08-28 09:16:29.514932
6b5b8472-e0ef-4e5a-b95b-d55723918e8d,Kamilly Brito,,19-Feb-2026,Abreu,sao paulo,"R$ 894,99",2026-08-27 16:47:35.206844
4c622c5b-b8cf-4753-bea7-4e994562b220,Benicio Montenegro,,09-13-2025,Andrade,SC,"R$ 477,56",2026-08-05 11:28:09.001974
3b710c95-a8aa-49a8-bfab-d955fe554305,Dr. Lucas Machado,maria-julia24@example.org,09-02-2025,Câmara do Galho,BA,,2026-08-04 22:49:11.495509
6d5be165-ffb3-4e6b-87ee-736a51bbe3f8,Lavínia Rios,novaesenrico@example.net,05-21-2026,Aragão,rio de janeiro,"R$ 280,91",2026-08-27 10:16:48.838036
51171cd2-9d71-41cc-b5db-ec0a876d7b21,João Lucas da Costa,isabel41@example.org,11-12-2025,Brito de Duarte,SP,,2026-08-10 23:55:46.061471
6571f06e-ac02-47bf-9f42-d119d912665f,Zoe Pires,alvesravi@example.com,02-Jan-2025,Teixeira Alegre,PR,"R$ 81,93",2026-08-22 07:02:59.640221
d61bfd78-dfe7-409e-90f4-ee5c40ffb7af,Oliver Vargas,ferreiracalebe@example.org,2024-10-15,Duarte,BA,"R$ 546,97",2026-08-03 21:41:19.981684
2fa3f4d4-4308-4e23-b655-91436cb595a0,Kevin Fernandes,zlopes@example.net,10/08/2025,Vasconcelos,BA,"R$ 732,18",2026-08-19 13:05:51.386330
52b83f6e-daa0-49dd-a38e-fe2bd5a23f36,Dr. Yago Aparecida,manuelavargas@example.org,2026-08-13,Abreu dos Dourados,SP,"R$ 809,85",2026-08-15 21:28:36.937009
c0a7cf73-b599-4174-87cb-57bb83811362,Matheus Oliveira,xcostela@example.org,07-18-2026,Fogaça do Galho,MG,"R$ 952,29",2026-08-07 12:58:01.718240
bd45e65b-0ce0-4afd-9364-51986c214fe4,Alana Nascimento,kgoncalves@example.com,2025-05-26,Abreu da Praia,Rio de Janeiro,Não informado,2026-08-05 22:58:54.199474
223c5444-9897-404a-b4ad-1db6408e02b5,Cauã Nascimento,nogueiraisabella@example.net,2025-11-04,Sales do Galho,BA,"R$ 244,87",2026-08-04 18:01:25.821667
9983b753-df97-470d-afe0-37334f7ad8f3,João Guilherme Fernandes,nina21@example.com,12/04/2025,Martins de Goiás,SP,"R$ 38,49",2026-08-26 09:00:31.024382
bdc6d1d0-d05b-4833-ac33-cabb19e94d66,Murilo Moura,,16/01/2025,Moreira,MG,"R$ 650,40",2026-08-01 14:27:40.784541
a753925e-e387-4842-a70a-e4e743d4fa6a,Sr. Rodrigo Fogaça,ncamargo@example.com,05-17-2025,Souza,BA,"R$ 709,28",2026-07-31 22:58:33.984451
d09cbf3b-3c63-4b81-993a-82e22db52952,Ana Luiza da Conceição,kandrade@example.net,02-14-2025,Rios de Viana,SC,"R$ 943,69",2026-08-02 02:12:19.780249
2ed8caab-8204-4d25-959c-52f5e84e0a03,Raul Monteiro,teixeiralorenzo@example.net,06/12/2025,Gonçalves,São Paulo,"R$ 637,81",2026-08-12 23:44:26.963783
f5a955cd-9a68-468a-a7de-f85c5ab88dfa,Dr. Francisco Alves,erick05@example.org,06-09-2026,Sá,rio de janeiro,"R$ 491,73",2026-08-05 10:22:04.737107
b72ee2ef-9ef7-4f4a-9fd1-260ba4e60766,Cecilia da Paz,henriquerocha@example.com,24/04/2025,Fonseca,MG,"R$ 806,17",2026-08-20 17:36:13.370565
7dac9e19-88bc-42c3-a2b0-074eb899326e,Benicio Rocha,vrocha@example.org,05-28-2026,Leão de Goiás,MG,"R$ 250,32",2026-08-05 20:31:10.663902
8a5610c8-55eb-4691-bdbd-58e6d2d61058,Maysa das Neves,,2026-05-12,Nunes de Peixoto,São Paulo,"R$ 964,93",2026-08-18 00:16:24.542645
3395cf54-0204-4fa6-87da-f42ec64fa043,Gustavo Henrique Machado,beatriz91@example.net,17-Jun-2025,da Costa,BA,,2026-08-04 20:47:25.957076
0c941d93-1bd7-4d00-a82f-6f90c4429e34,Benjamin Fonseca,kaparecida@example.com,09/02/2026,Gonçalves de Mendonça,PR,"R$ 425,69",2026-08-03 19:37:17.190877
c167a72c-eee8-4ce6-9843-6f8380fbc58f,Henrique Lopes,maria-juliada-mata@example.net,2026-02-28,Pastor de Sousa,SC,"R$ 770,79",2026-08-12 05:29:22.113017
cac5adb5-0e99-43c9-9105-465d2d426bb4,Dr. Luiz Fernando Sá,monteiroester@example.net,15-Oct-2024,Lopes,SP,"R$ 432,35",2026-08-11 15:50:34.582787
30fee6f0-120b-4610-8f40-eb2b3372a52a,Pietra Pires,novaesliam@example.net,2024-09-22,da Mata,BA,"R$ 340,60",2026-08-04 09:04:43.400311
c503d5b7-3729-4a38-ae50-3809e9462173,Juan Andrade,evelyn70@example.com,2024-10-31,da Mata,BA,"R$ 369,87",2026-08-26 18:43:55.625305
d24b1a3b-9740-47c7-8f54-8e7da249e953,Dr. Leonardo Leão,liviada-mata@example.com,10-17-2024,Leão,MG,"R$ 537,18",2026-08-15 12:08:18.250262
3f89fa7a-5881-4293-b204-ba8d26ae9395,Emilly Camargo,borgesvitor-gabriel@example.org,2026-01-10,Fernandes de Minas,sao paulo,"R$ 875,06",2026-08-30 08:35:22.133669
a38e2339-8506-432c-9d9c-80ed90c42fb4,Sophie Jesus,elisa72@example.org,13/12/2024,Fernandes Paulista,BA,"R$ 909,63",2026-08-25 05:40:33.881162
12aa0346-17e1-4aed-a8f9-57a53ffc4bea,Fernando Oliveira,britovitoria@example.org,01-Jul-2025,da Paz,BA,,2026-08-29 15:09:27.308419
6cf79c72-539d-453f-a177-fe7195f3da4b,Maria Luísa das Neves,joao-miguelmonteiro@example.net,24/06/2026,Aparecida do Campo,Rio de Janeiro,"R$ 359,72",2026-08-06 01:01:15.334671
ee53192a-f86d-4009-a329-356ff1e066b9,Ana Laura da Mata,calebe98@example.net,09-05-2024,Freitas do Sul,sao paulo,"R$ 851,58",2026-08-20 10:55:05.585932
bae6843a-c0a2-4236-9b35-7b65bcc62464,Beatriz Ribeiro,,2026-04-07,Guerra,SC,"R$ 599,21",2026-08-23 01:33:23.492921
cceb4420-26d6-4a72-b18f-07c40c33aebf,Kevin Duarte,luiz-felipeferreira@example.org,10-Sep-2025,Pereira de Porto,SC,"R$ 330,95",2026-08-01 04:13:51.240711
8a373bbf-99ee-4ff7-9090-5c6a76b26eb4,Juan Araújo,alexia65@example.net,09-15-2025,Aragão,PR,"R$ 531,82",2026-08-04 01:57:53.224395
f601e9ed-c7fe-4f24-a445-f548294944eb,Otávio Monteiro,,2025-08-10,Pacheco de Cirino,São Paulo,"R$ 673,62",2026-08-24 23:48:22.863044
f86b16ae-7ced-4023-b093-97133d144c23,Otávio Cunha,maria-helenaalmeida@example.com,17-Nov-2025,Marques,SC,"R$ 511,05",2026-08-25 23:10:28.311920
